sid	name	ntype	dtype	label	description	annotations	children
1-hydroxymidazolam-glucuronide	1-hydroxymidazolam glucuronide	substance	undefined	1-hydroxymidazolam glucuronide	Metabolite of midazolam.	[{'term': 'CHEBI:145334', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A beta-D-glucosiduronic acid that is beta-D-glucuronic acid in which the anomeric hydroxyl hydrogen has been replaced by a 8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepin-4-yl group. It is the glucuronidated conjugate of the midazolam metabolite, 1-hydroxymidazolam.', 'label': '1-hydroxymidazolam beta-D-glucuronide', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145334'}, {'term': '133640', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/133640'}, {'term': 'ICIUMXQTLQXWGL-QMDPOKHVSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ICIUMXQTLQXWGL-QMDPOKHVSA-N'}, {'term': 'ICIUMXQTLQXWGL-QMDPOKHVSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ICIUMXQTLQXWGL-QMDPOKHVSA-N'}]	[]
4-hydroxymidazolam-glucuronide	4-hydroxymidazolam glucuronide	substance	undefined	4-hydroxymidazolam glucuronide	Metabolite of midazolam.	[{'term': 'CHEBI:145335', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A beta-D-glucosiduronic acid that is beta-D-glucuronic acid in which the anomeric hydroxyl hydrogen has been replaced by a 8-chloro-6-(2-fluorophenyl)-1-methyl-4H-imidazo[1,5-a][1,4]benzodiazepin-4-yl group. It is the glucuronidated conjugate of the midazolam metabolite, 4-hydroxymidazolam.', 'label': '4-hydroxymidazolam beta-D-glucuronide', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:145335'}, {'term': 'MPHAZAPYEZYBRV-UOPHVPOOSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=MPHAZAPYEZYBRV-UOPHVPOOSA-N'}]	[]
diazepam	diazepam	substance	undefined	diazepam	A benzodiazepine derivative with anti-anxiety, sedative, hypnotic and anticonvulsant properties. Diazepam potentiates the inhibitory activities of gamma-aminobutyric acid (GABA) by binding to the GABA receptor, located in the limbic system and the hypothalamus.	[{'term': 'CHEBI:49575', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A 1,4-benzodiazepinone that is 1,3-dihydro-2H-1,4-benzodiazepin-2-one substituted by a chloro group at position 7, a methyl group at position 1 and a phenyl group at position 5.', 'label': 'diazepam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49575'}, {'term': 'AAOVKJBEBIDNHE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=AAOVKJBEBIDNHE-UHFFFAOYSA-N'}]	[]
nordazepam	nordazepam	substance	undefined	nordazepam	Nordazepam (INN; marketed under brand names Nordaz, Stilny, Madar, Vegesan, and Calmday; also known as nordiazepam, desoxydemoxepam, and desmethyldiazepam) is a 1,4-benzodiazepine derivative. Like other benzodiazepine derivatives, it has amnesic, anticonvulsant, anxiolytic, muscle relaxant, and sedative properties. However, it is used primarily in the treatment of anxiety disorders. It is an active metabolite of diazepam, chlordiazepoxide, clorazepate, prazepam, pinazepam, and medazepam.	[{'term': 'CHEBI:111762', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A 1,4-benzodiazepinone having phenyl and chloro substituents at positions 5 and 7 respectively; it has anticonvulsant, anxiolytic, muscle relaxant and sedative properties but is used primarily in the treatment of anxiety.', 'label': 'nordazepam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:111762'}, {'term': 'C87675', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': None, 'label': 'Nordazepam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C87675'}, {'term': 'AKPLHCDWDRPJGD-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=AKPLHCDWDRPJGD-UHFFFAOYSA-N'}]	[]
oxazepam	oxazepam	substance	undefined	oxazepam	A synthetic benzodiazepine derivative with anxiolytic and sedative hypnotic properties. Although the mechanism of action has not been fully elucidated, oxazepam appears to enhance gamma-aminobutyric acid (GABA) receptor affinity for GABA, thereby prolonging synaptic actions of GABA.	[{'term': 'CHEBI:7823', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A 1,4-benzodiazepinone that is 1,3-dihydro-2H-1,4-benzodiazepin-2-one substituted by a chloro group at position 7, a hydroxy group at position 3 and phenyl group at position 5.', 'label': 'oxazepam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:7823'}, {'term': 'C47642', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A synthetic benzodiazepine derivative with anxiolytic and sedative hypnotic properties. Although the mechanism of action has not been fully elucidated, oxazepam appears to enhance gamma-aminobutyric acid (GABA) receptor affinity for GABA, thereby prolonging synaptic actions of GABA.', 'label': 'Oxazepam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C47642'}, {'term': 'ADIMAYPTOBDMTL-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=ADIMAYPTOBDMTL-UHFFFAOYSA-N'}]	['oxaz-plus-oxazglu']
oxazepam-glucuronide	oxazepam_glucuronide	substance	undefined	oxazepam glucuronide	Oxazepam glucuronide belongs to the class of organic compounds known as o-glucuronides. These are glucuronides in which the aglycone is linked to the carbohydrate unit through an O-glycosidic bond.	[{'term': '160870', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/160870'}, {'term': 'FIKQKGFUBZQEBL-IFBJMGMISA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=FIKQKGFUBZQEBL-IFBJMGMISA-N'}, {'term': 'C28982', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A benzodiazepine derivative with anti-anxiety, sedative, hypnotic and anticonvulsant properties. Diazepam potentiates the inhibitory activities of gamma-aminobutyric acid (GABA) by binding to the GABA receptor, located in the limbic system and the hypothalamus. This increases the frequency of chloride channel opening, allowing the flow of chloride ions into the neuron and ultimately leading to membrane hyperpolarization and a decrease in neuronal excitability.', 'label': 'Diazepam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C28982'}]	['oxaz-plus-oxazglu']
oxaz-plus-oxazglu	oxaz+oxazglu	substance	undefined	oxazepam + oxazepam glucuronide	Sum of oxazepam metabolites.	[]	[]
temazepam	temazepam	substance	undefined	temazepam	Temazepam is a benzodiazepine derivative with antidepressant, sedative, hypnotic and anticonvulsant properties.	[{'term': 'CHEBI:9435', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'Temazepam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9435'}, {'term': '5391', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/5391'}, {'term': 'SEQDDYPDSLOBDC-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=SEQDDYPDSLOBDC-UHFFFAOYSA-N'}]	[]
temazepam-glucuronide	temazepam_glucuronide	substance	undefined	temazepam glucuronide	Metabolite of temazepam.	[{'term': '76973794', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/76973794'}, {'term': 'KFYGTOURBGCWNQ-RYQNVSPKSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=KFYGTOURBGCWNQ-RYQNVSPKSA-N'}]	[]
desmethyldiazepam-conjugated	desmethyldiazepam conjugated	substance	undefined	desmethyldiazepam conjugated	Metabolite of desmethyldiazepam.	[]	[]
triazolam	triazolam	substance	undefined	triazolam	A triazolobenzodiazepinederivative with sedative-hypnotic property. Triazolam interacts directly with a specific site on the gamma-aminobutyric acid (GABA)-A-chloride-ionophore receptor complex located on the neuronal membrane.	[{'term': 'CHEBI:9674', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'triazolam', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:9674'}, {'term': 'C29520', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A triazolobenzodiazepinederivative with sedative-hypnotic property. Triazolam interacts directly with a specific site on the gamma-aminobutyric acid (GABA)-A-chloride-ionophore receptor complex located on the neuronal membrane. Binding causes allosteric modification of the receptor and modulation of its affinity for the inhibitory neurotransmitter GABA. This results in enhancement of synaptic actions of GABA and includes an increase in the frequency of chloride channel openings, increased chloride ion conductance, membrane hyperpolarization and ultimately synaptic inhibition and decreased neuronal excitability.', 'label': 'Triazolam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C29520'}, {'term': '0015068', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Triazolam', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0015068'}, {'term': 'JOFWLTCLBGQGBO-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=JOFWLTCLBGQGBO-UHFFFAOYSA-N'}]	[]
diflunisal	diflunisal	substance	undefined	diflunisal	A difluorophenyl derivate of salicylic acid and a nonsteroidal anti-inflammatory drug (NSAID) with antipyretic, analgesic and anti-inflammatory properties.	[{'term': 'CHEBI:39669', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'An organofluorine compound comprising salicylic acid having a 2,4-difluorophenyl group at the 5-position.', 'label': 'diflunisal', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39669'}, {'term': 'C47489', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A difluorophenyl derivate of salicylic acid and a nonsteroidal anti-inflammatory drug (NSAID) with antipyretic, analgesic and anti-inflammatory properties. Diflunisal competitively inhibits both cyclooxygenase (COX) -1 and -2, with higher affinity for COX-1, and subsequently blocks the conversion of arachidonic acid to prostaglandin precursors. This leads to an inhibition of the formation of prostaglandins that are involved in pain, inflammation and fever. Diflunisal differs from other salicylates, in that it is not metabolized to salicylic acid, hence it has a longer half-life.', 'label': 'Diflunisal', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C47489'}, {'term': 'HUPFGZXOMWLGNK-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=HUPFGZXOMWLGNK-UHFFFAOYSA-N'}]	[]
metoprolol	metoprolol	substance	undefined	metoprolol	Metoprolol, marketed under the tradename Lopressor among others, is a selective β1 receptor blocker medication.	[{'term': 'CHEBI:6904', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A propanolamine that is 1-(propan-2-ylamino)propan-2-ol substituted by a  4-(2-methoxyethyl)phenoxy group at position 1.', 'label': 'metoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6904'}, {'term': 'IUBSYMUCCVWXPE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IUBSYMUCCVWXPE-UHFFFAOYSA-N'}, {'term': 'IUBSYMUCCVWXPE-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IUBSYMUCCVWXPE-UHFFFAOYSA-N'}]	['met-plus-metoh-plus-mam', 'metoprolol-over-alpha-hydroxymetoprolol']
s-metoprolol	(S)-metoprolol	substance	undefined	(-)-(S)-metoprolol	Enantiomer of metoprolol, marketed under the tradename Lopressor among others, is a selective β1 receptor blocker medication.	[{'term': 'CHEBI:6904', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'chebi', 'description': 'A propanolamine that is 1-(propan-2-ylamino)propan-2-ol substituted by a  4-(2-methoxyethyl)phenoxy group at position 1.', 'label': 'metoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6904'}, {'term': '157716', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/157716'}, {'term': 'IUBSYMUCCVWXPE-AWEZNQCLSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IUBSYMUCCVWXPE-AWEZNQCLSA-N'}]	['s-metoprolol-over-r-metoprolol', '1s-2s-alpha-hydroxymetoprolol-over-s-metoprolol', '1r-2s-alpha-hydroxymetoprolol-over-s-metoprolol', 's-metoprolol-acidic-metabolite-over-s-metoprolol']
r-metoprolol	(R)-metoprolol	substance	undefined	(-)-(R)-metoprolol	Enantiomer of metoprolol, marketed under the tradename Lopressor among others, is a selective β1 receptor blocker medication.	[{'term': 'CHEBI:6904', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'chebi', 'description': 'A propanolamine that is 1-(propan-2-ylamino)propan-2-ol substituted by a  4-(2-methoxyethyl)phenoxy group at position 1.', 'label': 'metoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:6904'}, {'term': '157717', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/157717'}, {'term': 'IUBSYMUCCVWXPE-CQSZACIVSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=IUBSYMUCCVWXPE-CQSZACIVSA-N'}]	['s-metoprolol-over-r-metoprolol', '1s-2r-alpha-hydroxymetoprolol-over-r-metoprolol', '1r-2r-alpha-hydroxymetoprolol-over-r-metoprolol', 'r-metoprolol-acidic-metabolite-over-r-metoprolol']
alpha-hydroxymetoprolol	alpha-hydroxymetoprolol	substance	undefined	alpha-hydroxymetoprolol	Main metabolite of metoprolol.	[{'term': 'CHEBI:165230', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'alpha-Hydroxymetoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:165230'}, {'term': 'OFRYBPCSEMMZHR-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OFRYBPCSEMMZHR-UHFFFAOYSA-N'}, {'term': 'OFRYBPCSEMMZHR-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OFRYBPCSEMMZHR-UHFFFAOYSA-N'}]	['met-plus-metoh-plus-mam', 'metoh-plus-mam', 'metoprolol-over-alpha-hydroxymetoprolol']
metoprolol-acidic-metabolite	metoprolol acidic metabolite	substance	undefined	metoprolol acidic metabolite	Metabolite of metoprolol.	[{'term': 'CHEBI:83478', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': 'A monocarboxylic acid that is phenylacetic acid substituted by a 2-hydroxy-3-(propan-2-ylamino)propoxy group at position 4. It is a metabolite of the drug atenolol.', 'label': 'atenolol acid', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:83478'}, {'term': '62936', 'relation': 'BQB_IS', 'collection': 'pubchem.compound', 'description': None, 'label': None, 'url': 'https://pubchem.ncbi.nlm.nih.gov/compound/62936'}, {'term': 'PUQIRTNPJRFRCZ-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=PUQIRTNPJRFRCZ-UHFFFAOYSA-N'}]	['met-plus-metoh-plus-mam', 'metoh-plus-mam']
s-metoprolol-acidic-metabolite	(S)-metoprolol acidic metabolite	substance	undefined	(S)-metoprolol acidic metabolite	Metabolite of metoprolol.	[]	['s-metoprolol-acidic-metabolite-over-s-metoprolol']
r-metoprolol-acidic-metabolite	(R)-metoprolol acidic metabolite	substance	undefined	(R)-metoprolol acidic metabolite	Metabolite of metoprolol.	[]	['r-metoprolol-acidic-metabolite-over-r-metoprolol']
1s-2r-alpha-hydroxymetoprolol	(1S,2R)-alpha-hydroxymetoprolol	substance	undefined	(1S,2R)-alpha-hydroxymetoprolol	Main metabolite of metoprolol.	[{'term': 'CHEBI:165230', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'alpha-Hydroxymetoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:165230'}, {'term': 'OFRYBPCSEMMZHR-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OFRYBPCSEMMZHR-UHFFFAOYSA-N'}]	['1s-2r-alpha-hydroxymetoprolol-over-r-metoprolol']
1s-2s-alpha-hydroxymetoprolol	(1S,2S)-alpha-hydroxymetoprolol	substance	undefined	(1S,2S)-alpha-hydroxymetoprolol	Main metabolite of metoprolol.	[{'term': 'CHEBI:165230', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'alpha-Hydroxymetoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:165230'}, {'term': 'OFRYBPCSEMMZHR-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OFRYBPCSEMMZHR-UHFFFAOYSA-N'}]	['1s-2s-alpha-hydroxymetoprolol-over-s-metoprolol']
1r-2r-alpha-hydroxymetoprolol	(1R,2R)-alpha-hydroxymetoprolol	substance	undefined	(1R,2R)-alpha-hydroxymetoprolol	Main metabolite of metoprolol.	[{'term': 'CHEBI:165230', 'relation': 'BQB_IS', 'collection': 'chebi', 'description': None, 'label': 'alpha-Hydroxymetoprolol', 'url': 'https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:165230'}, {'term': 'OFRYBPCSEMMZHR-UHFFFAOYSA-N', 'relation': 'BQB_IS', 'collection': 'inchikey', 'description': None, 'label': None, 'url': 'https://www.chemspider.com/search?params=OFRYBPCSEMMZHR-UHFFFAOYSA-N'}]	['1r-2r-alpha-hydroxymetoprolol-over-r-metoprolol']
